upload_id,user_id,metric_key,week_start,value_avg,value_min,value_max,value_sum,sample_count,baseline_avg_30d,trend_delta_7d,trend_delta_30d
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,headphone_audio_exposure,2024-04-08,54.885305641779595,0.116837,74.7459,20648.714648,393,55.08167868499761,0.19276382733994524,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,distance_walking_running,2024-04-08,0.20937056506284407,0.00072,2.27956,92.35421649999999,631,0.16095453707574592,0.15165820519706652,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,waist_circumference,2024-04-08,80,80,80,80,1,,,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_asymmetry_percentage,2024-04-08,1.7647134501956856,0,70,594,245,2.8269993164730005,1.1107148172496841,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_mass_index,2024-04-08,22.755,22.5,22.99,227.54000000000002,10,23.28890773809524,-0.011464285714286149,-1.1608333333333363
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_double_support_percentage,2024-04-08,27.945521821715698,22.7,33.4,10081.6,358,27.746997551081037,0.5515267195536211,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,active_energy_burned,2024-04-08,9.681892393166484,0.029,161.267,5707.2494,1249,8.881044786427601,7.53610282031128,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_mass,2024-04-08,72.16166666666666,71.55,72.85,721.55,10,73.93681547619047,-0.05976190476189913,-3.8258333333333354
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,workout,2024-04-08,13.772539682539682,5.833333333333333,51.13333333333333,499.3333333333333,33,12.352083333333333,0.507261904761906,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,lean_body_mass,2024-04-08,58.7830125,58.5279,58.9968,293.7924,5,59.538165416666665,-0.13815749999999838,-1.464129166666666
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,heart_rate,2024-04-08,82.6345173105822,47,165,190219,2300,74.16401939690708,8.470497913675118,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_fat_percentage,2024-04-08,18.299999999999997,18.2,18.4,91.5,5,19.4475,-0.2100000000000044,-2.283333333333335
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,resting_heart_rate,2024-04-08,66.33333333333333,63,70,922,14,60.833333333333336,5.499999999999993,
